1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         167.43          ---          ---      6.92200       174.03
Gets         167.43       166.51         0.92      5.00700       174.95
Waits          0.00          ---          ---      0.00000          ---
Totals       334.86       166.51         0.92      5.96400       348.99


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       4.800         0.01
SET       4.900         0.04
SET       5.000         0.15
SET       5.100         0.60
SET       5.200         1.58
SET       5.300         3.80
SET       5.400         7.15
SET       5.500        11.42
SET       5.600        16.13
SET       5.700        21.72
SET       5.800        27.40
SET       5.900        32.94
SET       6.000        38.65
SET       6.100        43.70
SET       6.200        47.94
SET       6.300        52.21
SET       6.400        56.19
SET       6.500        59.83
SET       6.600        63.09
SET       6.700        66.18
SET       6.800        69.14
SET       6.900        71.81
SET       7.000        74.19
SET       7.100        76.32
SET       7.200        77.98
SET       7.300        79.49
SET       7.400        81.03
SET       7.500        82.35
SET       7.600        83.47
SET       7.700        84.49
SET       7.800        85.48
SET       7.900        86.29
SET       8.000        87.16
SET       8.100        87.92
SET       8.200        88.65
SET       8.300        89.26
SET       8.400        89.76
SET       8.500        90.29
SET       8.600        90.76
SET       8.700        91.24
SET       8.800        91.60
SET       8.900        91.90
SET       9.000        92.31
SET       9.100        92.64
SET       9.200        92.93
SET       9.300        93.21
SET       9.400        93.52
SET       9.500        93.82
SET       9.600        94.08
SET       9.700        94.33
SET       9.800        94.57
SET       9.900        94.74
SET      10.000        95.87
SET      11.000        97.40
SET      12.000        98.15
SET      13.000        98.78
SET      14.000        99.03
SET      15.000        99.20
SET      16.000        99.32
SET      17.000        99.43
SET      18.000        99.46
SET      19.000        99.53
SET      20.000        99.55
SET      22.000        99.57
SET      23.000        99.58
SET      24.000        99.63
SET      25.000        99.66
SET      27.000        99.68
SET      28.000        99.69
SET      29.000        99.72
SET      31.000        99.74
SET      32.000        99.75
SET      34.000        99.77
SET      35.000        99.80
SET      36.000        99.82
SET      37.000        99.84
SET      39.000        99.86
SET      41.000        99.87
SET      45.000        99.88
SET      59.000        99.89
SET      60.000        99.91
SET      62.000        99.92
SET      66.000        99.93
SET      67.000        99.94
SET      75.000        99.95
SET      76.000        99.96
SET     120.000        99.98
SET     140.000        99.99
SET     200.000       100.00
---
GET       3.400         0.06
GET       3.500         0.45
GET       3.600         1.32
GET       3.700         3.07
GET       3.800         5.98
GET       3.900         9.83
GET       4.000        15.01
GET       4.100        20.93
GET       4.200        27.60
GET       4.300        34.33
GET       4.400        41.09
GET       4.500        48.03
GET       4.600        53.70
GET       4.700        58.83
GET       4.800        63.61
GET       4.900        67.77
GET       5.000        71.36
GET       5.100        74.38
GET       5.200        76.84
GET       5.300        79.08
GET       5.400        81.17
GET       5.500        82.83
GET       5.600        84.47
GET       5.700        85.80
GET       5.800        86.93
GET       5.900        87.92
GET       6.000        88.83
GET       6.100        89.73
GET       6.200        90.33
GET       6.300        90.93
GET       6.400        91.31
GET       6.500        91.93
GET       6.600        92.35
GET       6.700        92.78
GET       6.800        93.15
GET       6.900        93.48
GET       7.000        93.85
GET       7.100        94.12
GET       7.200        94.43
GET       7.300        94.71
GET       7.400        94.95
GET       7.500        95.15
GET       7.600        95.30
GET       7.700        95.54
GET       7.800        95.75
GET       7.900        95.94
GET       8.000        96.16
GET       8.100        96.33
GET       8.200        96.46
GET       8.300        96.59
GET       8.400        96.74
GET       8.500        96.85
GET       8.600        96.95
GET       8.700        97.03
GET       8.800        97.17
GET       8.900        97.29
GET       9.000        97.39
GET       9.100        97.50
GET       9.200        97.60
GET       9.300        97.74
GET       9.400        97.80
GET       9.500        97.89
GET       9.600        97.98
GET       9.700        98.06
GET       9.800        98.13
GET       9.900        98.17
GET      10.000        98.61
GET      11.000        99.14
GET      12.000        99.38
GET      13.000        99.52
GET      14.000        99.61
GET      15.000        99.72
GET      16.000        99.79
GET      17.000        99.84
GET      19.000        99.86
GET      21.000        99.88
GET      22.000        99.92
GET      25.000        99.93
GET      28.000        99.94
GET      38.000        99.95
GET      39.000        99.96
GET      41.000        99.97
GET      45.000        99.98
GET     130.000        99.99
GET     140.000       100.00
---
