1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         138.99          ---          ---      7.81000       144.48
Gets         138.98       415.41         1.52      6.56400       433.74
Waits          0.00          ---          ---      0.00000          ---
Totals       277.97       415.41         1.52      7.18700       578.21


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       5.100         0.01
SET       5.200         0.04
SET       5.300         0.17
SET       5.400         0.37
SET       5.500         1.19
SET       5.600         2.41
SET       5.700         4.38
SET       5.800         7.07
SET       5.900         9.95
SET       6.000        13.99
SET       6.100        17.51
SET       6.200        21.29
SET       6.300        25.12
SET       6.400        29.10
SET       6.500        32.99
SET       6.600        36.48
SET       6.700        40.21
SET       6.800        44.17
SET       6.900        47.97
SET       7.000        52.03
SET       7.100        55.29
SET       7.200        58.21
SET       7.300        60.92
SET       7.400        63.34
SET       7.500        65.80
SET       7.600        67.97
SET       7.700        70.09
SET       7.800        72.10
SET       7.900        74.02
SET       8.000        76.30
SET       8.100        77.92
SET       8.200        79.00
SET       8.300        80.22
SET       8.400        81.40
SET       8.500        82.44
SET       8.600        83.32
SET       8.700        84.09
SET       8.800        84.83
SET       8.900        85.74
SET       9.000        86.43
SET       9.100        86.96
SET       9.200        87.57
SET       9.300        88.17
SET       9.400        88.58
SET       9.500        89.12
SET       9.600        89.51
SET       9.700        90.05
SET       9.800        90.48
SET       9.900        90.88
SET      10.000        92.91
SET      11.000        95.58
SET      12.000        97.10
SET      13.000        98.02
SET      14.000        98.55
SET      15.000        98.98
SET      16.000        99.26
SET      17.000        99.36
SET      18.000        99.49
SET      19.000        99.55
SET      20.000        99.61
SET      21.000        99.64
SET      22.000        99.69
SET      23.000        99.73
SET      24.000        99.74
SET      25.000        99.77
SET      31.000        99.79
SET      32.000        99.80
SET      33.000        99.81
SET      34.000        99.82
SET      37.000        99.85
SET      41.000        99.86
SET      59.000        99.88
SET      69.000        99.89
SET      71.000        99.90
SET      72.000        99.92
SET      73.000        99.93
SET     100.000        99.95
SET     110.000        99.96
SET     270.000        99.98
SET     280.000        99.99
SET    1100.000       100.00
---
GET       4.100         0.02
GET       4.200         0.15
GET       4.300         0.63
GET       4.400         1.52
GET       4.500         3.28
GET       4.600         5.66
GET       4.700         8.49
GET       4.800        11.90
GET       4.900        15.64
GET       5.000        19.89
GET       5.100        24.26
GET       5.200        28.41
GET       5.300        32.51
GET       5.400        36.72
GET       5.500        40.99
GET       5.600        45.13
GET       5.700        48.94
GET       5.800        52.31
GET       5.900        55.80
GET       6.000        59.66
GET       6.100        62.68
GET       6.200        65.39
GET       6.300        67.72
GET       6.400        69.72
GET       6.500        71.52
GET       6.600        73.30
GET       6.700        75.20
GET       6.800        76.73
GET       6.900        78.32
GET       7.000        79.83
GET       7.100        81.05
GET       7.200        82.23
GET       7.300        83.17
GET       7.400        83.90
GET       7.500        84.70
GET       7.600        85.34
GET       7.700        86.03
GET       7.800        86.63
GET       7.900        87.13
GET       8.000        87.99
GET       8.100        88.50
GET       8.200        88.93
GET       8.300        89.50
GET       8.400        89.96
GET       8.500        90.55
GET       8.600        90.99
GET       8.700        91.45
GET       8.800        91.86
GET       8.900        92.29
GET       9.000        92.65
GET       9.100        93.12
GET       9.200        93.53
GET       9.300        93.82
GET       9.400        94.14
GET       9.500        94.37
GET       9.600        94.57
GET       9.700        94.83
GET       9.800        95.06
GET       9.900        95.35
GET      10.000        96.41
GET      11.000        97.62
GET      12.000        98.37
GET      13.000        98.84
GET      14.000        99.09
GET      15.000        99.36
GET      16.000        99.47
GET      17.000        99.63
GET      18.000        99.68
GET      19.000        99.70
GET      20.000        99.71
GET      21.000        99.75
GET      22.000        99.77
GET      24.000        99.79
GET      25.000        99.82
GET      26.000        99.85
GET      28.000        99.86
GET      50.000        99.87
GET      51.000        99.88
GET      68.000        99.90
GET      81.000        99.92
GET      85.000        99.93
GET     110.000        99.94
GET     120.000        99.95
GET     130.000        99.96
GET     250.000        99.99
GET    1100.000       100.00
---
